time,wind_speed,wind_dir,issue_time,lead_hours
2022-01-24 04:00:00,19.8,273,2022-01-24,4.0
2022-01-24 05:00:00,21.0,277,2022-01-24,5.0
2022-01-24 06:00:00,21.8,278,2022-01-24,6.0
2022-01-24 07:00:00,22.3,279,2022-01-24,7.0
2022-01-24 08:00:00,23.3,278,2022-01-24,8.0
2022-01-24 09:00:00,24.7,278,2022-01-24,9.0
2022-01-24 10:00:00,23.0,269,2022-01-24,10.0
2022-01-24 11:00:00,25.8,257,2022-01-24,11.0
2022-01-24 12:00:00,26.6,261,2022-01-24,12.0
2022-01-24 13:00:00,28.3,263,2022-01-24,13.0
2022-01-24 14:00:00,28.2,264,2022-01-24,14.0
2022-01-24 15:00:00,27.8,265,2022-01-24,15.0
2022-01-24 16:00:00,27.4,265,2022-01-24,16.0
2022-01-24 17:00:00,27.9,264,2022-01-24,17.0
2022-01-24 18:00:00,27.4,268,2022-01-24,18.0
2022-01-24 19:00:00,27.4,270,2022-01-24,19.0
2022-01-24 20:00:00,25.2,279,2022-01-24,20.0
2022-01-24 21:00:00,24.5,269,2022-01-24,21.0
2022-01-24 22:00:00,27.0,268,2022-01-24,22.0
2022-01-24 23:00:00,27.7,271,2022-01-24,23.0
2022-01-25 00:00:00,26.8,275,2022-01-25,0.0
2022-01-25 01:00:00,28.1,279,2022-01-25,1.0
2022-01-25 02:00:00,28.8,279,2022-01-25,2.0
2022-01-25 03:00:00,28.0,278,2022-01-25,3.0
2022-01-25 04:00:00,27.9,281,2022-01-25,4.0
2022-01-25 05:00:00,25.5,283,2022-01-25,5.0
2022-01-25 06:00:00,23.9,281,2022-01-25,6.0
2022-01-25 07:00:00,23.7,284,2022-01-25,7.0
2022-01-25 08:00:00,23.6,289,2022-01-25,8.0
2022-01-25 09:00:00,22.7,290,2022-01-25,9.0
2022-01-25 10:00:00,22.4,294,2022-01-25,10.0
2022-01-25 11:00:00,23.5,302,2022-01-25,11.0
2022-01-25 12:00:00,23.5,295,2022-01-25,12.0
2022-01-25 13:00:00,22.5,292,2022-01-25,13.0
2022-01-25 14:00:00,20.4,291,2022-01-25,14.0
2022-01-25 15:00:00,17.7,297,2022-01-25,15.0
2022-01-25 16:00:00,15.4,303,2022-01-25,16.0
2022-01-25 17:00:00,13.9,307,2022-01-25,17.0
2022-01-25 18:00:00,12.8,308,2022-01-25,18.0
2022-01-25 19:00:00,11.2,303,2022-01-25,19.0
2022-01-25 20:00:00,10.6,298,2022-01-25,20.0
2022-01-25 21:00:00,10.3,295,2022-01-25,21.0
2022-01-25 22:00:00,8.6,292,2022-01-25,22.0
2022-01-25 23:00:00,8.0,275,2022-01-25,23.0
2022-01-26 00:00:00,13.0,268,2022-01-26,0.0
2022-01-26 01:00:00,13.4,275,2022-01-26,1.0
2022-01-26 02:00:00,15.9,288,2022-01-26,2.0
2022-01-26 03:00:00,22.9,283,2022-01-26,3.0
2022-01-26 04:00:00,24.8,279,2022-01-26,4.0
2022-01-26 05:00:00,23.9,277,2022-01-26,5.0
2022-01-26 06:00:00,26.8,276,2022-01-26,6.0
2022-01-26 07:00:00,27.1,274,2022-01-26,7.0
2022-01-26 08:00:00,33.5,268,2022-01-26,8.0
2022-01-26 09:00:00,35.3,268,2022-01-26,9.0
2022-01-26 10:00:00,36.4,268,2022-01-26,10.0
2022-01-26 11:00:00,36.2,264,2022-01-26,11.0
2022-01-26 12:00:00,38.7,265,2022-01-26,12.0
2022-01-26 13:00:00,37.1,262,2022-01-26,13.0
2022-01-26 14:00:00,37.5,262,2022-01-26,14.0
2022-01-26 15:00:00,38.8,264,2022-01-26,15.0
2022-01-26 16:00:00,37.9,267,2022-01-26,16.0
2022-01-26 17:00:00,39.2,277,2022-01-26,17.0
2022-01-26 18:00:00,34.2,278,2022-01-26,18.0
2022-01-26 19:00:00,35.4,275,2022-01-26,19.0
2022-01-26 20:00:00,35.7,273,2022-01-26,20.0
2022-01-26 21:00:00,36.8,274,2022-01-26,21.0
2022-01-26 22:00:00,36.4,272,2022-01-26,22.0
2022-01-26 23:00:00,34.4,265,2022-01-26,23.0
2022-01-27 00:00:00,37.5,256,2022-01-27,0.0
2022-01-27 01:00:00,40.2,264,2022-01-27,1.0
2022-01-27 02:00:00,34.1,248,2022-01-27,2.0
2022-01-27 03:00:00,43.0,245,2022-01-27,3.0
2022-01-27 04:00:00,44.1,244,2022-01-27,4.0
2022-01-27 05:00:00,44.9,245,2022-01-27,5.0
2022-01-27 06:00:00,45.9,248,2022-01-27,6.0
2022-01-27 07:00:00,44.6,251,2022-01-27,7.0
2022-01-27 08:00:00,45.3,252,2022-01-27,8.0
2022-01-27 09:00:00,47.7,255,2022-01-27,9.0
2022-01-27 10:00:00,45.7,254,2022-01-27,10.0
2022-01-27 11:00:00,47.9,260,2022-01-27,11.0
2022-01-27 12:00:00,44.6,260,2022-01-27,12.0
2022-01-27 13:00:00,46.0,264,2022-01-27,13.0
2022-01-27 14:00:00,50.9,266,2022-01-27,14.0
2022-01-27 15:00:00,50.5,266,2022-01-27,15.0
2022-01-27 16:00:00,50.9,266,2022-01-27,16.0
2022-01-27 17:00:00,50.1,268,2022-01-27,17.0
2022-01-27 18:00:00,47.9,272,2022-01-27,18.0
2022-01-27 19:00:00,48.3,267,2022-01-27,19.0
2022-01-27 20:00:00,47.9,270,2022-01-27,20.0
2022-01-27 21:00:00,43.0,279,2022-01-27,21.0
2022-01-27 22:00:00,44.8,302,2022-01-27,22.0
2022-01-27 23:00:00,37.0,307,2022-01-27,23.0
2022-01-28 00:00:00,34.3,302,2022-01-28,0.0
2022-01-28 01:00:00,35.9,314,2022-01-28,1.0
2022-01-28 02:00:00,34.0,327,2022-01-28,2.0
2022-01-28 03:00:00,31.7,326,2022-01-28,3.0
2022-01-28 04:00:00,31.9,326,2022-01-28,4.0
2022-01-28 05:00:00,32.0,326,2022-01-28,5.0
2022-01-28 06:00:00,31.4,328,2022-01-28,6.0
2022-01-28 07:00:00,30.8,330,2022-01-28,7.0
2022-01-28 08:00:00,30.2,329,2022-01-28,8.0
2022-01-28 09:00:00,32.0,333,2022-01-28,9.0
2022-01-28 10:00:00,32.1,330,2022-01-28,10.0
2022-01-28 11:00:00,34.8,334,2022-01-28,11.0
2022-01-28 12:00:00,34.3,335,2022-01-28,12.0
2022-01-28 13:00:00,32.0,334,2022-01-28,13.0
2022-01-28 14:00:00,26.4,328,2022-01-28,14.0
2022-01-28 15:00:00,21.4,319,2022-01-28,15.0
2022-01-28 16:00:00,18.4,312,2022-01-28,16.0
2022-01-28 17:00:00,18.6,306,2022-01-28,17.0
2022-01-28 18:00:00,15.3,304,2022-01-28,18.0
2022-01-28 19:00:00,16.9,299,2022-01-28,19.0
2022-01-28 20:00:00,17.2,296,2022-01-28,20.0
2022-01-28 21:00:00,15.8,287,2022-01-28,21.0
2022-01-28 22:00:00,16.2,270,2022-01-28,22.0
2022-01-28 23:00:00,19.7,261,2022-01-28,23.0
2022-01-29 00:00:00,23.6,262,2022-01-29,0.0
2022-01-29 01:00:00,23.7,253,2022-01-29,1.0
2022-01-29 02:00:00,26.7,243,2022-01-29,2.0
2022-01-29 03:00:00,30.3,228,2022-01-29,3.0
2022-01-29 04:00:00,37.3,229,2022-01-29,4.0
2022-01-29 05:00:00,40.2,231,2022-01-29,5.0
2022-01-29 06:00:00,38.5,228,2022-01-29,6.0
2022-01-29 07:00:00,37.9,226,2022-01-29,7.0
2022-01-29 08:00:00,38.5,221,2022-01-29,8.0
2022-01-29 09:00:00,36.7,225,2022-01-29,9.0
2022-01-29 10:00:00,40.1,237,2022-01-29,10.0
2022-01-29 11:00:00,41.9,247,2022-01-29,11.0
2022-01-29 12:00:00,44.5,253,2022-01-29,12.0
2022-01-29 13:00:00,47.8,255,2022-01-29,13.0
2022-01-29 14:00:00,48.8,251,2022-01-29,14.0
2022-01-29 15:00:00,53.8,250,2022-01-29,15.0
2022-01-29 16:00:00,59.7,251,2022-01-29,16.0
2022-01-29 17:00:00,56.1,252,2022-01-29,17.0
2022-01-29 18:00:00,58.2,258,2022-01-29,18.0
2022-01-29 19:00:00,64.3,265,2022-01-29,19.0
2022-01-29 20:00:00,62.3,276,2022-01-29,20.0
2022-01-29 21:00:00,60.9,273,2022-01-29,21.0
2022-01-29 22:00:00,61.3,273,2022-01-29,22.0
2022-01-29 23:00:00,58.3,271,2022-01-29,23.0
2022-01-30 00:00:00,52.6,272,2022-01-30,0.0
2022-01-30 01:00:00,61.7,281,2022-01-30,1.0
2022-01-30 02:00:00,60.6,286,2022-01-30,2.0
2022-01-30 03:00:00,59.0,288,2022-01-30,3.0
2022-01-30 04:00:00,49.3,295,2022-01-30,4.0
2022-01-30 05:00:00,45.1,299,2022-01-30,5.0
2022-01-30 06:00:00,44.9,304,2022-01-30,6.0
2022-01-30 07:00:00,43.6,308,2022-01-30,7.0
2022-01-30 08:00:00,44.8,312,2022-01-30,8.0
2022-01-30 09:00:00,46.9,317,2022-01-30,9.0
2022-01-30 10:00:00,46.6,318,2022-01-30,10.0
2022-01-30 11:00:00,46.9,317,2022-01-30,11.0
2022-01-30 12:00:00,46.2,320,2022-01-30,12.0
2022-01-30 13:00:00,44.3,321,2022-01-30,13.0
2022-01-30 14:00:00,39.0,318,2022-01-30,14.0
2022-01-30 15:00:00,37.3,319,2022-01-30,15.0
2022-01-30 16:00:00,36.7,313,2022-01-30,16.0
2022-01-30 17:00:00,34.6,317,2022-01-30,17.0
2022-01-30 18:00:00,32.1,318,2022-01-30,18.0
2022-01-30 19:00:00,31.9,323,2022-01-30,19.0
2022-01-30 20:00:00,29.3,326,2022-01-30,20.0
2022-01-30 21:00:00,24.5,317,2022-01-30,21.0
2022-01-30 22:00:00,21.2,310,2022-01-30,22.0
2022-01-30 23:00:00,19.7,305,2022-01-30,23.0
2022-01-31 00:00:00,16.6,304,2022-01-31,0.0
2022-01-31 01:00:00,17.0,302,2022-01-31,1.0
2022-01-31 02:00:00,15.7,307,2022-01-31,2.0
2022-01-31 03:00:00,11.7,315,2022-01-31,3.0
2022-01-31 04:00:00,7.7,323,2022-01-31,4.0
2022-01-31 05:00:00,6.1,332,2022-01-31,5.0
2022-01-31 06:00:00,8.4,335,2022-01-31,6.0
2022-01-31 07:00:00,7.0,339,2022-01-31,7.0
2022-01-31 08:00:00,4.3,355,2022-01-31,8.0
2022-01-31 09:00:00,3.9,326,2022-01-31,9.0
2022-01-31 10:00:00,5.2,335,2022-01-31,10.0
2022-01-31 11:00:00,8.4,7,2022-01-31,11.0
2022-01-31 12:00:00,11.0,41,2022-01-31,12.0
2022-01-31 13:00:00,9.1,34,2022-01-31,13.0
2022-01-31 14:00:00,8.6,358,2022-01-31,14.0
2022-01-31 15:00:00,7.8,347,2022-01-31,15.0
2022-01-31 16:00:00,7.6,341,2022-01-31,16.0
2022-01-31 17:00:00,8.2,331,2022-01-31,17.0
2022-01-31 18:00:00,9.4,328,2022-01-31,18.0
2022-01-31 19:00:00,9.7,321,2022-01-31,19.0
2022-01-31 20:00:00,11.5,311,2022-01-31,20.0
2022-01-31 21:00:00,11.7,313,2022-01-31,21.0
2022-01-31 22:00:00,11.2,312,2022-01-31,22.0
2022-01-31 23:00:00,10.2,302,2022-01-31,23.0
